	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
0	-0.24151169	1.3297638	0.14320704	-0.9102718	2.0734608	1.0738064	-1.1316217	-0.42800558	-0.9838335	-0.42195675	0.515355	0.14245018	-0.20652165	0.5460938	-0.96961576	1.1332756	-0.7253517	0.44817212	-0.26437455	0.48254052	0.013816174	0.48153928	-0.44369343	0.9435645	0.045062847	0.061695527	-0.01321937	1.9901389	1.9702365	0.15663025	-0.22358097	-0.40133402	0.29382896	-1.489707	-1.083609	-0.31872937	-2.143973	-0.76285815	2.2358482	1.106774	-0.037023958	0.5124034	-1.1147296	-1.0824374	0.5143085	-0.8017378	-0.02880232	0.6821257	0.04715168	-1.3412188	0.79262155	0.255543	-0.4641133	-0.39396042	-1.1133581	-0.7178069	0.20902747	-1.0589552	1.2209097	0.42019266	1.06227	-1.539757	-1.9347199	1.8473328
1	-1.6054493	1.1933393	-0.20430984	0.072070755	1.8328727	1.2611096	-1.150833	-0.44065714	-1.2466136	-0.6777304	1.5217397	0.86757874	0.50754136	-0.48022375	-1.0827202	1.2244734	-1.5953351	1.1580908	0.17550986	-0.94477934	-0.061894823	0.9610854	-0.19740602	-0.5310474	0.06724004	0.4828038	-0.30384243	1.4588256	0.6744844	-1.6920705	-0.6367621	-0.6091019	-0.5628428	0.4121683	0.5047961	-0.65897906	-1.9563322	-1.3035269	1.4229918	1.7831882	-0.13600305	0.42398387	-0.93143487	-0.03050577	0.9462835	-0.8268013	0.037153915	-0.04812615	0.73221606	-1.2762858	1.3336626	1.3825525	0.100393206	0.12122676	-0.63921016	-0.4015911	0.9323173	-1.6576608	0.30188555	-0.027977157	1.0611464	-0.44728497	-1.629159	1.0412846
2	-0.7947344	-0.60788906	-0.049506325	-0.92222637	-0.22569108	-0.916246	-1.0577643	1.7361221	1.0821173	0.19502413	0.70918983	0.8260917	1.0213499	-1.6126026	0.5705173	-0.8253495	0.39269066	-1.1057955	1.170108	-1.1034372	-0.03821777	0.61093223	-1.2515789	-1.0641257	-0.05353057	-1.6236303	-0.7744691	0.012546081	-0.9177972	-0.00685945	-0.14946719	-1.0024805	-1.2481048	1.8574803	1.2520897	0.9105657	0.04349544	1.6914679	-0.5358068	0.4763901	0.10065637	-0.9690553	0.9154273	0.19329838	-0.78426623	0.45535207	0.80341583	-1.519197	0.34753925	1.0750674	0.343675	1.3129596	-1.0656452	0.35767293	-1.2652037	0.22323185	0.05550373	0.7924807	-1.061201	0.74970907	-0.50135946	2.2912679	1.8024732	-1.2945539
3	0.8141377	1.1181608	1.233055	-1.4191049	0.6185514	-2.2635648	-1.1233548	-0.14603218	0.04525571	-1.4058357	-0.7004448	0.58704704	-0.94076353	-0.3960932	1.2650809	0.7308483	-0.30434057	-0.6091547	-1.4220042	0.43182567	-1.0834953	-0.40278292	-1.6428663	2.3332157	-0.35598427	-1.6982605	-0.535481	-0.34395936	0.06481952	1.3379866	-0.19704144	0.40065008	0.2539113	-0.019142376	0.93581855	0.47377843	1.2410148	1.0685756	0.69372475	-0.8237226	-0.6344798	-1.0707625	1.86793	-0.087054886	0.123618744	1.5001218	1.2837218	-0.63300157	0.35398874	-0.0107267955	-1.4742504	-0.7772141	1.2806458	0.629143	-1.039765	-0.50389725	-0.34458336	0.38806623	0.74093336	0.35607576	-0.83198726	-0.8193903	0.39135557	1.5358719
4	-0.4677617	0.11795492	-0.5360688	-1.6494142	-0.42192063	1.2560998	-1.2695628	-0.8068951	-0.7756096	-0.87723714	0.88872	0.012807665	0.18137395	-0.69362026	-1.7060528	0.45783743	-1.1614888	0.83943963	1.5225086	0.57749504	-0.5277396	1.4221089	-1.1882168	-1.4458514	-0.70762473	0.5611076	-0.021343863	1.3870126	1.3906089	0.44396368	0.905583	-1.52571	-0.62780035	0.6861148	-0.9523074	0.6415361	-0.73892254	-0.09802557	1.4877799	-0.22473465	0.75516677	0.9597977	-1.6183865	-0.263835	0.89696234	-0.90569	-1.1596061	-1.1088365	1.131407	0.35482386	1.2190931	0.7686192	-0.18946017	1.262501	-0.15178949	0.44721973	-0.4374739	-1.4483863	1.2407591	0.4583346	1.6460253	0.6744916	-1.7225254	0.8436124
5	-0.511285	0.612026	-0.42651373	1.0688182	1.8699961	1.7972667	0.960355	0.5196349	0.19743307	1.0270047	0.67949086	-0.8746356	0.75629	1.3754377	-0.5329553	-0.103121705	-0.44411647	0.6354214	-0.96682465	-0.1270931	0.6806941	0.6669716	1.1015309	0.35816348	0.7632079	1.4120234	-0.0630002	1.4672176	0.6863271	-1.1967789	0.2691435	1.0501547	1.3128006	-1.6431996	-1.0887303	-1.3787938	-1.5540693	-2.1309128	-1.4271702	1.5102603	-0.73012716	0.3214015	-0.7209846	-0.22917436	-0.5506691	-1.0920124	0.6214771	0.608768	-0.06848714	-0.94322944	0.14947088	0.19460948	-0.6375021	-1.5222433	0.62489605	-0.997441	0.6551309	-0.5235873	-0.3023753	-1.6843634	0.25622514	-1.4392518	-0.97564447	0.6265511
6	-1.5780895	-0.8304515	1.003254	-0.027359208	1.4055654	0.7137992	-0.4367614	-1.0789349	-0.7761222	0.71550274	1.0164175	0.6029011	0.7884521	1.3337889	0.9658065	-0.13236125	-0.27212945	1.0406924	0.8036688	0.4871989	0.7822379	0.9327224	-0.3639764	-1.596894	-0.6865522	1.0230829	0.4221206	-0.05478464	0.25822014	0.31056765	1.6989135	1.4289668	0.2536977	0.5856662	-0.48133865	-0.61157775	0.675159	-1.2639594	-0.80841196	0.8207876	0.46916795	0.9380932	-0.4942285	-0.68910694	-0.99646044	-0.7543002	-0.4855175	-0.67521006	-1.2949649	-0.25156498	-0.38026413	1.7538075	-2.0513527	1.0787119	1.1223587	-0.4946884	-0.45318425	-1.4639584	-2.1444616	-1.5701587	-0.5232327	1.1510437	-1.5771137	0.6960583
7	0.76110965	-0.7539234	-0.924844	-0.19817185	-0.98751587	-1.3873354	1.4480706	0.906573	-0.1985894	0.77355015	-0.053942658	-0.5322543	-1.2200977	0.73777354	-0.48037663	-1.346162	0.32733157	-0.3141981	0.20609218	0.89655375	0.48650658	-0.92150223	0.89192146	-1.3766271	0.7299737	0.83132017	0.27164158	0.5129628	1.1450118	1.6589634	1.8190728	-1.6049165	-0.010557264	-1.6331501	-1.7627056	0.7929234	1.5329076	-0.38794068	-0.61600214	-1.1440969	0.676593	-0.07810045	-0.02505118	-1.4112829	-0.20313264	0.5485752	-0.7384475	0.40946627	0.97333676	1.4889576	-0.4922435	-1.5463868	0.81117535	-1.3467993	2.3303604	1.0769082	-0.6198865	0.7934385	0.5601244	-0.8346279	-0.75550205	0.0010160487	0.105493024	-0.5937639
8	-0.93771374	-0.983628	1.5631841	0.33215415	-0.42745194	-2.2489862	-0.11795466	-0.5045709	-0.6212523	-0.8795181	-0.08002594	0.42162374	-1.2840059	1.6601603	1.3128225	0.10444308	0.66851526	-0.30701795	-0.70423937	1.6540391	-0.25242335	-0.37388667	-0.7038716	1.1940736	-0.21867882	-1.772089	1.5026677	0.6804814	-0.28548184	0.78927535	-0.18573767	-0.49612087	0.6689737	-0.5623334	-0.62712777	1.9362344	-0.72132105	-0.18290015	0.17301157	-0.15991952	1.7181586	0.2593722	1.4472216	-0.80200595	0.29089558	1.8723382	-0.52279687	0.13012329	-1.2686199	-0.13088328	-1.4177461	1.5677373	-0.8745839	1.4931988	0.28107616	0.36056694	-0.5650753	-0.65761065	-1.1777811	-0.28690964	1.4672246	-1.1832619	-0.013306381	-0.9650683
9	-0.6236131	-0.34148964	1.4110742	-1.9841233	0.8173457	-0.16495723	-0.71727324	1.3560601	-1.1560912	1.0712327	-0.45327982	1.3709724	0.38712284	-0.9395926	-0.7258203	1.5063345	-0.3753284	-1.7214751	0.9500816	-0.91719425	0.4213568	-1.1291088	0.5653664	-0.3053716	0.34186962	0.3511541	0.60795027	-0.78543586	1.9535143	1.7218271	-0.18801035	-0.02434277	-0.5496782	0.1388564	-0.1411244	0.3708388	0.16579023	0.6368262	0.3672757	-1.9173716	1.3067245	-0.61781794	-0.48770088	-0.6170131	-1.0995141	1.2512361	0.67791563	-1.5593637	-1.1737034	-1.100881	0.27272153	1.0501103	-0.52747697	-1.1573994	1.5093658	-0.8348835	0.582068	1.3865596	-0.40899393	1.0698059	0.56069523	-0.36248857	-1.6306154	0.5716383
10	-1.1645329	-1.3702316	1.4340972	-0.18971641	1.0511369	0.05940044	0.71862715	0.12809056	0.69606036	1.2412666	-0.54609257	0.9460019	1.3286178	0.068927765	0.77747685	-0.0030506863	0.27955496	-0.9982657	0.66598666	-0.8162901	1.1844707	-1.0278778	1.5427169	0.17801073	-0.2456593	0.52675337	0.70826524	-1.2438548	-0.4215461	-0.31722897	0.0073669003	1.7781496	-0.5062834	0.7007924	0.2450694	-0.6800611	1.8602726	0.8422085	-1.4218647	-0.9575243	-0.9539082	-0.796214	0.008661707	0.6763429	-1.5562001	-0.63184065	1.6850228	-0.7437845	-1.3415397	-0.40830308	-0.5241576	1.177216	-1.4303756	-0.14623223	0.5380443	-0.95025104	-0.85286343	1.4110199	-2.0443633	-0.86894506	-1.0085614	1.4241217	0.9846811	-0.7316911
11	1.7394266	-1.1505255	-1.1550401	-0.37280762	-0.9511095	0.6507715	1.1599119	1.17652	1.0666466	-0.06092795	0.75809616	-1.2625176	-0.8273597	0.36834967	-1.6585388	-1.2837893	-0.019059569	-1.3093154	-0.81001085	-0.074678406	0.23667169	1.0616149	0.9768555	-0.72309184	1.0974433	1.030904	0.1555444	0.6880292	0.47828233	1.1423714	1.4045988	-1.5089269	-0.63696355	-1.1627812	-1.1442537	-0.9641046	0.040333148	-0.61409897	-1.2678977	-0.7154068	-0.56413716	-1.3759831	-1.2576249	0.09335823	0.05074503	-1.5134084	-1.0270633	1.041499	1.0129311	1.527435	1.2882257	-0.5860716	0.18025848	-0.22022796	1.1341363	0.06889648	0.5703029	0.70762265	1.456607	-0.8771931	1.3127337	0.7120356	-0.46809188	1.1835734
12	0.158978	1.2366971	0.51817	0.07042325	-1.4440006	-0.06976362	0.31585228	-0.30906415	-0.4194323	-0.5944227	-0.694701	0.43501687	1.1472397	0.037694428	1.3756558	1.547271	-0.4432808	0.9142069	-0.84563804	0.358969	-1.162043	-0.92619056	-0.9585718	1.7680743	-0.29868564	-1.5179878	-1.2399708	-1.6217451	-1.4081489	0.51619655	-1.0836656	1.6007308	0.24073887	0.7979924	1.4774793	-0.2600844	0.45339474	-0.03828493	0.6510726	-0.63455963	-0.8549387	0.49833497	1.4251952	-0.1089536	0.5819131	1.3592179	1.0777802	0.3665344	-0.38401112	-0.5670022	-1.8680538	0.12164205	0.8026699	0.77728844	-1.5116627	-1.0251961	0.7838305	-1.3414937	-0.9612747	1.1509978	-1.4259294	-0.8126657	1.6958401	0.6226562
13	0.86729574	0.96842396	-0.26536536	0.6753234	1.6670939	1.2188491	-0.175741	0.15146492	0.089251876	0.06614138	1.0726923	-1.2393128	-0.33261278	1.0931834	-1.6987388	-0.9782165	-0.3151668	0.5834221	-0.7151248	-0.9782069	0.07946589	0.7315249	0.08276622	-0.9057483	0.284581	1.223467	-0.18075028	1.9921461	0.8493082	-0.4326333	1.5013995	-0.7602819	0.57481194	-1.2003697	-1.8820838	-0.6768967	-0.9407754	-1.2964638	0.066963226	1.5078268	-0.4742016	1.3644893	-1.4743004	-0.7833042	-0.30880326	-2.0389345	0.060997985	0.4444117	0.21734115	-0.17161028	1.7284012	-0.42586938	-0.7302071	-0.790742	0.8892768	-0.5159942	-0.25792605	1.1128132	0.6868573	-0.835979	0.8921063	-0.41660264	-1.8791755	1.3040301
14	0.65861654	-1.8827134	-0.8424772	1.4976077	0.9086557	0.8083926	0.23513667	-0.8622524	0.45160428	0.70047784	1.020083	-1.3259826	0.4406279	0.2824925	-1.5807575	-1.1833519	-0.6187884	0.69187295	-0.11435567	-0.87739	1.2112966	1.1437327	1.1369406	-1.4712503	0.17057842	1.5452682	-0.034404058	0.5605757	-0.91630137	-0.85637003	1.5508989	-0.86778826	1.0295722	-0.06531892	-1.4219525	-1.2535086	-0.22861014	-0.22870561	-0.65600187	1.5499114	-0.93548185	0.060164683	-1.914742	0.80157274	0.25188193	-1.5346957	-0.71063215	0.42028105	0.17351101	0.8098735	1.827949	0.5843129	-0.9406605	-0.21190856	1.4370743	-0.08697526	-0.26844358	1.2393687	0.11426527	-1.2981477	0.7830255	0.24692078	-1.2416357	0.06862035
15	1.7081908	-1.6283329	-0.71941596	-0.0057086684	-1.556932	-1.789618	0.51663023	-0.10239597	1.5246058	-1.7446727	1.2220526	-0.2507532	-0.52652216	0.55189353	-0.61745375	-0.1526767	-0.95639294	0.82954246	-0.8888548	1.4151243	0.995715	0.24176565	-1.3292148	0.32089105	-0.6259174	-1.7174093	-0.1727869	0.13178432	0.086275026	0.9601777	0.5784386	-0.5172681	0.29326916	0.5395748	1.3745043	0.9289554	-1.4106437	-0.9450051	1.1278063	-0.75665045	0.772182	-0.98194075	0.026638595	0.16858768	0.16437925	-0.70801	-0.58750933	-1.3318698	1.016791	1.387282	-0.5338834	0.50045216	-1.1354707	1.6851536	-0.7183233	0.51318324	-0.5400319	0.06481009	1.3236399	-0.009625571	1.816526	-0.6836606	1.5631568	-0.64801973
16	-0.6518932	-0.86422366	-0.32880098	1.0645224	0.8658165	0.4358637	-0.14411522	-0.61776716	0.04990674	-0.67295563	1.68123	-1.1499752	0.30454877	1.3048991	-1.8972541	-1.1332048	-0.5283143	1.2298566	0.40965316	0.30077347	1.3793286	1.0592731	-0.42890385	-1.6802075	0.30120495	-0.24822931	0.042036727	1.2442218	0.6664457	0.07520064	2.3513465	0.04932765	0.6071161	1.5078963	-0.91337115	0.34975508	-0.2667998	-1.3126353	0.20283052	1.3861854	0.1737826	1.3893673	-1.5091879	0.14769307	-0.31390274	-1.7798382	-1.0591426	-1.3801596	-0.14331804	0.80058104	0.6578069	0.41775694	-1.396849	0.07190113	1.4465249	-0.7484827	-1.5412999	-0.56693983	-0.17421618	-0.7496315	1.2256849	0.3196815	-1.2423748	-0.072941564
17	-0.91668916	-0.036870863	0.73896444	0.09881263	-1.892148	0.002392253	1.13262	1.2304322	-1.6090425	1.3394829	1.0335096	0.17879201	-1.098463	-0.6712482	0.34705657	-1.3113456	1.2869605	-0.41115454	1.1469662	1.2288533	-0.2080187	-0.019385017	-0.9512145	-1.1853862	-1.0495759	-0.9352077	-0.48705268	0.2597279	-0.33748648	0.28273574	-1.2127041	-2.0722232	-1.1325964	-1.1093439	-0.27916327	0.7701584	1.1398858	0.90263087	-0.96710396	-0.68784255	1.0649178	-1.1178418	1.3936307	0.006160294	-0.1696217	2.1579497	0.12394989	1.0217502	-1.3352711	0.42911434	0.048100293	-0.108697854	0.7222545	-0.11461587	1.343766	1.0398027	0.8876288	-0.112515934	0.40502596	-0.2082704	-0.6639439	1.8298893	0.2997386	-1.4434441
18	0.47070017	1.5196756	-1.2640684	1.0705392	1.2028137	1.4902266	-0.8902462	-0.4934434	0.45310402	-0.6574367	0.46723193	-0.01129037	1.5523171	-0.70213974	-0.11959198	1.3662229	0.18496297	0.5988557	-1.5337001	-0.8524307	-0.3157712	-1.2984093	0.4612205	1.4946958	1.0804532	-0.1926333	-0.90225893	-0.35510677	-1.5993518	-0.33561492	-1.0654658	1.916367	0.9283853	-0.00860101	0.2034654	-1.6679211	-1.4141234	-0.32456288	0.6477431	1.3228997	-1.4932177	0.60305506	0.4200245	0.389291	0.9029415	-0.8337453	1.6005906	0.40733138	0.17980818	-1.7914288	0.35930225	-0.4292185	0.91177046	-1.4229233	-1.0546848	-1.232326	0.59590155	0.8084092	0.15284766	0.3109008	-0.88102764	-0.926005	-0.7436213	0.74054545
19	1.0410775	-0.8522865	1.2282034	0.9286896	1.217844	0.96034884	-1.4830029	-0.68654734	0.5662014	-0.13088483	-0.06027342	-0.6404358	0.47593397	0.91526496	0.61072505	0.4358113	0.5518061	-1.1354387	0.75060856	-1.0510187	0.2064946	-0.44955778	0.013269354	0.3545974	0.52686054	0.87466985	0.6088896	-0.94711196	-1.0515352	-1.2366885	-0.238799	2.1300147	-0.7762237	0.7565744	1.6710026	-1.2982371	1.4230419	1.8019855	0.32585406	-0.078508765	-1.4384602	-0.3074939	-1.599619	-0.18878268	-0.33953103	-1.1601595	0.9701867	-0.17732283	-1.5132296	-1.161068	1.4731206	1.1099553	-0.69034606	0.12327669	-0.8725653	-0.94988424	0.7409614	0.47588012	-2.1683784	-0.19101556	-1.3843725	-0.564545	0.71552503	0.86297196
20	0.20448297	0.7050421	1.1509662	-0.47442955	0.4632746	0.14950159	1.1303794	0.7908	0.7944135	0.1601464	-1.4520452	0.12318884	1.1864642	0.15208702	0.6747584	1.1063695	0.28316292	-1.5074192	-0.8609267	-0.73734826	-0.70761734	-0.9985525	0.1823776	1.789893	0.37494573	0.36943638	0.5183757	-1.628808	-0.68892527	-0.27757436	-1.5740608	1.7396933	-1.319269	-0.4568163	1.1555482	-0.9928346	1.1950287	1.0668005	-0.11407846	-0.73261946	-1.5397992	-0.6058616	1.3890295	0.77730256	0.6594552	0.8328842	1.784538	0.049086917	-1.2098663	-0.9988713	-0.9904015	-0.65494984	1.2284917	-0.27225807	-1.6198424	-1.3616025	0.7426935	0.95681065	-1.2921675	0.0015583945	-1.4699452	-0.42199168	0.9982678	0.10072434
21	-0.2633835	-0.8364076	-0.21015777	1.188237	-1.2260175	0.32635102	1.1044711	-1.3956912	-0.9292576	2.058681	0.34658575	0.10148482	-0.27840284	-0.423967	0.23010345	-0.2896123	0.9874952	-0.084574625	1.2925158	-0.8575252	0.43860862	1.4217713	-0.27895784	-0.7785154	-2.0232263	1.0581008	0.4462363	-0.9142602	-1.0447339	-0.35856685	-0.72955495	-1.123268	1.0269766	-1.22355	-0.93341064	0.67782235	0.33130053	-0.43355867	-1.076167	0.061059155	0.4273394	0.9081344	0.08969668	0.06972433	-0.03408156	1.3154638	-1.85273	1.6438015	-1.3441861	0.88429976	-0.5557147	0.85300815	0.10573522	1.0158422	1.0814406	1.7551574	-0.47403103	-1.0604571	-0.47298715	0.8354767	0.6364993	1.4480894	-0.48558864	-2.1890445
22	1.4759343	-0.089374974	-0.36873612	0.046281796	-1.0664531	-1.0437162	-0.088780455	-0.10818708	1.730905	-0.8492335	-1.2673556	-0.3230452	-0.17886354	1.2407595	1.6179852	-0.39137965	0.52031434	-1.6251801	-1.107458	-0.6311107	-0.7035949	0.20174633	-0.33289278	1.7947859	0.32638657	-0.85415334	-0.043004587	-1.7888982	-1.1631544	0.59597903	-1.1958699	1.2688404	-1.2973685	0.31850043	0.98150873	-0.20863214	1.1935028	1.7802575	0.35986003	0.19746749	-1.3376832	-1.1427851	1.2274811	0.26655066	0.8356622	-0.016570099	1.7443869	-0.35479984	-0.8407376	0.5704682	-1.0428079	-0.17810836	0.4430962	1.1417542	-1.7865227	-0.67714584	-0.021761127	1.2760903	-0.6157737	0.92819554	-0.9450259	-0.37190124	1.5162235	0.5145412
