	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
0	-1.463393	0.88365287	-0.10729821	0.7044057	-0.2757874	-0.32892466	0.2587143	-1.3962212	1.1225355	-1.9507531	0.49771842	-0.248329	1.1667519	1.1569592	0.8627393	-0.88251495
1	1.2846383	0.2237798	0.006588797	-0.6710397	0.1390448	1.302984	-0.50293714	-0.20019902	-0.303518	-0.5256773	1.5304108	-1.1603888	0.1412329	1.5714629	-0.85615325	-1.9867526
2	-0.6359181	-1.5753934	0.5882868	-0.1617736	-0.8714722	2.043235	1.0222948	0.41400743	0.26536778	0.62540865	-1.5749642	-0.772934	-0.8025469	-0.14084211	1.3158443	0.26195878
3	1.0500102	0.13492233	0.93820274	0.40701613	-0.29490864	0.92724687	1.1470387	-0.0024418556	-0.2602838	-2.306323	1.5688423	-1.0626287	-0.23930901	-0.07078335	-0.9508029	-0.9931906
4	1.1560932	-0.5236829	0.20566052	0.4415076	0.0075569693	1.4713612	0.7515027	0.36317077	-0.5237002	-2.1826634	1.562425	-1.3412956	-0.9511111	0.22343618	-0.07613609	-0.5911252
5	-0.2238524	-1.3160862	-0.92600733	1.0480175	-0.5997353	-0.17348103	1.1782877	1.0752016	0.29077563	0.52907896	-1.3417591	0.5882255	-1.0743865	-1.4019239	0.9950889	1.3694081
6	0.9494583	-0.6847255	0.4792389	0.026378984	0.30749974	1.4940631	1.2452931	0.6053578	-0.7424019	-1.8713154	1.4209809	-1.2361937	-1.0596331	0.23253427	-0.7181609	-0.45918024
7	1.6972564	1.1210623	0.07076276	-1.5856305	1.1055721	0.8145871	0.50422245	-0.73759925	-0.36602122	-1.4368019	0.42173636	-0.19907746	-0.16426024	0.9873586	-0.8114876	-1.4260478
8	-1.3706554	-0.8182319	1.157159	-1.3323069	-0.976512	-0.18790564	0.047898397	-1.0643047	0.80765855	0.82687503	-1.0290817	1.3197088	-0.44952938	1.0680985	0.9164906	1.0774931
9	1.0099374	0.63016874	0.08838154	0.27834007	0.3438068	-0.42900136	0.30295473	-0.997721	-0.22900711	-1.9587703	1.6881751	-0.5867751	0.8401672	1.3360217	-1.4270315	-0.8955343
10	1.516789	0.7728906	0.88930225	0.39036837	0.6232022	1.1463006	-0.35564244	-0.0014851895	-1.4313552	-1.1280771	1.4576023	-0.8910581	-0.7831153	0.11626023	-1.0100937	-1.3157225
11	-0.8385914	1.2422714	-0.27700382	0.9477917	0.41197914	-2.0150118	-0.98067653	-1.0774026	0.4355952	-1.0046229	1.1478596	1.4433047	0.5853115	0.58833396	-0.4554641	-0.14725935
12	-0.94686204	-0.33008334	0.042800687	1.9814664	-0.8900173	-0.5171501	1.557915	-0.16415778	0.5652353	-1.9526643	1.3450782	-0.7656791	-0.100076616	-0.20791116	0.40848115	-0.02673183
13	-0.054835312	1.3951112	0.717621	0.24000444	0.9208232	-0.2579738	0.2199901	-1.2052948	-0.6745653	-1.8016132	1.5151091	0.29304314	0.083273984	0.8892103	-0.5114027	-1.7757138
14	-1.3559244	0.5315463	-0.049672566	-1.2422206	-0.642929	-0.41508022	1.0421214	-0.21986634	-0.41274577	1.6133672	0.9517818	-0.8710289	1.7079219	-0.7175725	1.0580795	-0.97319686
15	0.44540069	-1.1722065	-0.20467378	0.36814404	-0.5676249	1.4284422	1.1238183	-0.07861429	0.6856699	-1.9376047	1.4253548	-1.614762	-0.12148383	0.78722304	0.12462499	-0.69849193
16	0.2646571	-1.6864741	-0.94384813	0.6639358	-1.1039034	0.76023483	1.3589311	0.18656574	1.2656657	-1.4795682	1.3786763	-0.48820797	0.43472004	-0.45976335	0.6525836	-0.7986443
17	0.0068964544	-0.9330381	-0.0689577	0.6718994	-0.77348554	0.81079286	0.99347895	-1.2477543	0.9309738	-1.61208	1.50027	-1.6528502	0.61839664	1.1252453	-0.373547	-0.0008312455
18	1.2604148	-0.021952832	0.07729471	0.68773574	-0.30639672	1.3634702	1.3060787	0.2379259	-1.1666692	-1.8715589	1.3253483	-1.4182123	-0.032169964	-0.3252517	-0.8527016	-0.26243636
19	1.1700953	-0.5598605	0.17783593	0.6671813	0.013618754	1.2915664	0.73535365	0.3814272	-0.63035953	-2.2249682	1.657144	-1.2096106	-0.8865018	0.18460776	-0.17744818	-0.59656817
20	-1.0206784	-0.9901919	2.7780855	0.6508345	-0.6025202	-0.24219552	0.19955403	-0.44072017	-0.417251	0.7644391	-0.5859109	0.6778213	-1.1918573	0.35911283	-0.7789917	0.8268259
21	0.58625054	-1.4750279	-0.13950351	-0.28635874	-0.30012688	1.744953	0.9695938	-0.080671705	0.77600306	-1.5815767	1.3882402	-1.4236203	-0.72658527	0.98621845	-0.06602937	-0.3812854
22	-1.3190222	0.4099687	1.6316165	-0.07499278	-0.70017815	-0.3886015	-1.0680264	-1.5382354	0.1830872	-0.02510073	0.8399789	0.4517831	0.23451565	1.5066197	-1.3276457	1.1757693
23	0.6240483	-1.0502839	-0.13810995	0.21071382	-0.50227463	1.3804027	1.1641823	-0.1963968	0.47605678	-2.050333	1.4156337	-1.5393476	0.052491337	0.9532144	-0.056737255	-0.7511696
24	-0.73902357	-1.5177728	-0.54616493	1.2840025	-1.0585978	0.6888649	1.0841211	1.2824432	0.82452774	0.13830136	-1.3796823	-0.28616878	-0.7432123	-0.9588718	0.9111048	1.0286738
25	1.4088916	0.80575603	0.4602304	-0.075458676	0.555595	0.31414017	0.13320757	-0.48152155	-0.8791196	-1.6052854	1.5643947	-0.7592294	0.008557812	1.2897196	-1.3536439	-1.3951902
26	0.43654072	0.15873578	0.017209155	2.0623329	-0.4673608	0.28835016	1.3506334	0.46429864	-0.261123	-2.1992636	1.2074232	-0.7127266	-0.8167323	-0.45887572	-0.29906628	-0.76781714
27	-0.14832982	-1.5912374	-0.80871516	0.64392877	-1.2195846	1.2437971	1.206972	0.3492972	0.81983835	0.2768753	-1.4539487	-1.2732922	0.5378636	0.12057192	-0.22446695	1.5324432
28	-1.9727285	-0.5566246	-0.48348227	-0.98333514	-0.59674096	0.2634275	1.0447019	-0.6603882	1.0931346	1.9357759	-0.49558577	-0.5510061	-0.114367545	-0.09494025	0.86886036	1.3110517
29	-0.6891345	1.4820435	0.7168098	1.2892444	0.64059234	-1.7452794	-1.0543346	-0.5391935	-0.71214384	-0.56040823	1.165766	1.3543972	0.06865709	0.11459931	-1.0692409	-0.45956567
30	0.93549263	-1.3199853	0.8132352	-0.060044527	0.40199545	1.5298904	0.9203149	0.8463014	-0.61849177	-1.3586305	1.3716594	-0.9606342	-1.4469541	-0.44520864	-0.79373497	0.17475526
31	1.2570672	-0.5292662	0.6584388	-0.10183593	0.06894644	1.67763	0.9450921	0.20076394	-0.89330095	-1.7615243	1.4979602	-1.2780389	-0.394071	0.1311674	-0.3834701	-1.1046628
32	-0.93048024	1.0776695	0.5985625	-0.71800315	0.17860478	-1.6079886	-1.2521049	-1.5989584	0.28860545	0.73522544	0.61073285	1.2492601	0.40443873	1.0249034	-0.967411	0.9076715
33	0.47636625	1.3283321	-0.48681352	-2.3640122	0.97458005	-0.27169013	-0.59990686	-0.71119994	-0.25106165	2.0770724	-0.4658041	-0.2235316	0.24098127	-0.6709708	0.60414034	0.35683256
34	1.3990271	-1.0499048	0.3822436	-0.47214165	0.285946	1.583428	1.1690426	0.918248	-0.94054925	-1.4056401	1.3210561	-1.0446053	-0.8865213	-0.6710307	-0.35743585	-0.23758489
35	0.39203638	-0.2816404	0.30767688	0.8483559	-0.61283916	0.7431453	0.958167	-0.8829514	0.2996459	-2.4461074	1.3467844	-1.3067839	0.115022264	1.2952492	-0.5505519	-0.23332113
36	-1.9238943	1.0774888	-0.23437718	-0.18016854	-0.5729206	-1.0781765	0.8257684	-1.0333679	1.1744418	1.7632024	-0.293574	0.4569196	0.7949876	-1.0120647	0.6974599	-0.44484454
37	-1.2724183	0.42042193	-1.0782343	-1.0885193	0.3257068	-0.6396611	0.19960472	0.43733388	0.8312645	1.9853148	-1.3440888	0.6448197	0.42349014	-1.2456839	1.3323025	0.08778008
38	-1.1097752	0.89025074	0.3423852	2.1847582	-0.44091296	-1.2010422	0.5192267	-0.026922157	-0.49563614	-1.9313076	1.1465993	0.40832412	0.6572466	-0.5213734	-0.08411935	-0.33296576
39	1.6653768	0.31024334	-1.5718602	-1.1736128	0.088119164	-0.8669165	0.38867927	0.84183633	0.34694663	-0.9506787	1.6460835	-1.0492582	0.9344047	0.27576548	0.17740093	-1.0599928
40	1.2298027	-0.05390794	0.51305234	-0.6373985	0.5872626	1.5080584	-0.13980763	-0.6884187	-1.1725703	-0.5610847	1.3420788	-1.1535493	-0.17717549	1.6097068	-0.8167959	-1.400213
41	1.174169	-0.61378026	0.38694298	0.6054875	-0.040511556	1.3655592	0.7347478	0.40965453	-0.61867934	-2.1852598	1.5926771	-1.1574198	-0.98042613	0.1273634	-0.17476209	-0.633295
42	-1.2305485	-0.67356914	-0.35318342	1.6616126	-0.89053565	-0.18474457	1.6771547	-0.043997433	0.6653722	-1.8127761	1.0723046	-0.74372387	0.09199841	-0.13436258	1.0953578	-0.19580023
43	1.104237	0.5193331	0.16093674	-0.68020827	1.1510527	0.48249784	-1.1317701	1.3976455	-0.2003919	0.9863153	-1.6512799	0.63467836	-1.6222999	-1.3032234	0.042772066	0.1224908
44	-1.2487079	-0.39739037	0.29926243	1.0242735	0.5365958	-0.53085315	-0.1714783	1.8089168	-0.7744187	-0.14377621	0.34463757	1.4880812	-0.95711005	-1.5159303	-0.9039388	1.1484061
45	-1.6619387	-0.2212325	1.640236	0.83323246	0.5228486	-0.58073074	-0.67847717	-1.4514513	0.87560874	0.47058156	-0.26511118	1.586002	-1.00677	0.48431328	-0.9420983	0.3921642
46	-1.1451706	0.13212639	1.0538694	1.3566731	0.11895418	-1.0612186	-1.3799043	-1.3197442	0.25642473	-0.70644367	0.71010894	0.9326293	0.565078	0.23784101	-1.2329549	1.4844975
47	0.71965146	1.225911	-0.24042875	0.65817124	0.36205155	-1.1358398	-0.03891012	-0.5350896	-0.54245865	-1.6856159	1.6953791	-0.24966413	0.9520886	1.1146476	-0.89177084	-1.4100817
48	-0.65961576	-1.3090942	-1.3975933	1.4505308	-0.9549505	-0.39142793	1.4094429	1.2208372	0.85403585	-0.2265049	-0.86532414	-0.25643393	0.5192553	-1.0681268	0.9393378	0.7524522
49	-0.8782817	-0.46415296	-1.2246943	0.23821552	-0.005032801	-0.32842967	0.524482	1.0955058	1.0773611	1.0518564	-1.8173777	1.0440751	-0.38228875	-1.5483193	0.3093274	1.3311254
50	0.57392305	-0.36971056	-0.5905118	-1.4284813	0.043114606	0.6142232	0.9693923	-1.689901	-1.3910106	-0.25057277	0.98452246	0.17496523	1.3407793	1.6079733	0.30023688	-0.892452
51	-0.7905326	-0.8830735	-1.1039222	0.51156545	-0.6598151	-0.4442691	1.029307	1.2357732	0.76521885	0.4592344	-1.4134265	0.29072616	-0.3280903	-1.4232669	1.0790453	1.6933094
52	1.1157624	0.8307807	0.17869969	0.33577046	-0.03874091	0.3752711	-0.48574048	-0.67435366	-0.6624667	-1.7924266	1.553048	-0.95550144	1.0164078	1.3808911	-1.2762629	-0.904596
53	-1.7906929	0.2548718	0.0080287745	-0.8722989	0.6396331	-0.20095772	0.6495587	1.0878718	-0.5235187	1.4892153	-0.39071792	1.0064671	-1.6709561	-1.1628186	0.4597681	1.0220915
54	0.3761408	0.41577613	-1.175187	0.47557545	-0.42742598	-0.52129805	1.3492807	1.0234443	0.6161239	-1.9244323	1.4898144	-1.3753992	1.0483433	-0.6481151	-0.22690685	-0.4887166
55	1.2456409	0.41228154	1.2123996	0.54101956	0.5731909	1.4048002	-0.16973187	0.12440042	-1.4629068	-0.95175934	1.3491706	-0.5531256	-1.0140945	-0.5200923	-0.5646544	-1.6297312
56	-1.0443441	0.074283585	-0.06981695	-0.46897078	0.0605836	-0.502086	-1.4462538	-1.9227192	0.2590482	0.49859768	0.90701467	-0.24684371	1.9317565	1.6886798	0.0986869	0.18241553
57	1.3433269	-1.0473076	0.31845713	-0.20239075	-0.6421892	2.325924	0.6736468	0.45106623	-0.9696904	-0.74203527	0.77003443	-0.63525116	-0.8090178	-0.5028751	0.9225637	-1.2546493
58	0.979609	0.67811525	1.1975812	-0.24779454	0.91780555	0.0141879115	-0.446414	0.05429444	-0.87349063	-0.8670118	1.1894906	0.8466811	-1.7396473	0.57091665	-2.0536296	-0.22969162
59	1.250251	-0.48291227	0.6836215	0.45167086	0.07400667	1.496275	0.66984826	-0.26048785	-1.2106364	-1.4267087	1.6107116	-1.4422054	-0.038459245	0.4662321	-1.0508097	-0.79788566
60	1.4585624	0.84420323	0.3154442	-0.34710962	0.1491821	0.6313912	0.09559296	-0.43682656	-1.1067443	-1.8647244	1.216312	-0.5343174	0.07415504	1.6672227	-1.1157726	-1.0553983
61	1.1581137	-0.4853905	0.22429907	0.42514035	0.035735473	1.4866416	0.7564184	0.3282175	-0.5607842	-2.1760173	1.5478511	-1.3393613	-0.9706433	0.27158824	-0.13736215	-0.5716519
62	0.22385854	-0.8412687	-0.29746804	0.7165169	-0.51656353	0.84888524	1.4803387	0.6333792	0.5165251	-1.9751599	1.7542402	-1.534326	0.3055624	-0.14559768	-0.5227953	-0.6486156
63	-0.7473355	1.4995245	-0.45605552	-0.33440575	0.8002131	-1.5971236	0.03208552	-0.09906987	-1.2046098	1.5800148	0.13616396	0.99430144	0.89762557	-1.0696934	0.7566054	-1.1740744
64	0.86990845	1.0558158	-1.4752809	-0.05208083	0.33930779	-1.4423219	0.52544457	-0.18666404	-0.26832354	-1.5007468	0.79885113	-0.31737566	1.911421	0.5184941	0.4491046	-1.2181797
65	-1.2922568	0.27294546	-0.25337428	-0.5410802	-0.1667451	-1.0498729	1.0443606	1.5081178	-1.0475216	0.36506924	-0.29635495	1.558857	-0.5149231	-1.1030135	-0.25838408	1.7813066
66	-1.1156566	-1.2657024	-0.0713864	0.7841007	-0.578666	0.16069421	1.3179231	0.8755231	0.9021635	0.5471031	-1.3064837	0.10293512	-1.3110604	-1.2756336	0.78601944	1.4578309
67	-1.166748	0.2550637	-0.64161813	1.2095059	-0.1289206	-0.8070615	0.8581824	1.6039574	0.04719151	0.7218195	-1.3511667	0.15124139	-1.0340241	-1.5983447	1.061522	0.8359212
68	-1.1319317	-0.74223804	-1.0139034	-1.3020918	-0.90274817	-0.17524716	-0.69934815	0.42449346	1.1547136	1.1195431	-0.5686435	-0.103032745	1.7290807	0.69164455	1.6721088	-0.14580473
69	0.66528296	-0.3738157	-0.0640521	1.0167878	0.026210373	0.93781525	1.3126858	1.1547053	-0.5215681	-1.9507997	1.4850128	-1.0810412	-0.96704555	-1.0462039	-0.37714458	-0.21602522
70	0.36400923	0.044144504	-0.27663317	-1.672021	0.26640913	0.72640085	-1.5248353	-0.8172306	-0.8782367	1.7730843	0.19746312	0.30428576	1.1135869	1.2691733	0.40467465	-1.2909279
